,student_id,ave_score,number,grade,composite_scores
179,14122,3.0,1,81.0,10.399999999999999
180,14123,0.0,0,65.5,6.550000000000001
181,14124,0.0,0,92.0,9.200000000000001
182,14125,0.0,0,70.5,7.050000000000001
183,14126,0.0,0,56.5,5.65
184,14127,12.0,1,77.0,16.299999999999997
185,14128,0.0,0,90.5,9.05
186,14129,4.0,1,76.0,10.600000000000001
187,14130,12.0,1,85.0,17.099999999999998
188,14131,18.0,1,66.0,19.4
189,14132,0.0,0,77.0,7.7
190,14133,0.0,0,76.0,7.6000000000000005
191,14134,15.0,2,59.0,16.8
192,14135,0.0,0,57.5,5.75
193,14136,8.0,1,69.0,12.7
194,14137,15.0,1,65.0,17.2
195,14138,0.0,0,80.5,8.05
196,14139,27.0,1,91.5,28.25
197,14140,0.0,0,67.5,6.75
198,14141,0.0,0,60.5,6.050000000000001
199,14142,0.0,0,87.0,8.700000000000001
200,14143,0.0,0,87.5,8.75
201,14144,7.5,2,71.5,12.8
202,14145,8.0,1,64.0,12.2
203,14146,0.0,0,73.5,7.3500000000000005
204,14147,0.0,0,93.0,9.3
205,14148,28.0,1,60.0,25.799999999999997
206,14149,17.0,2,62.0,18.5
207,14150,4.0,1,79.0,10.9
208,14151,0.0,0,72.5,7.25
209,14152,0.0,0,68.5,6.8500000000000005
210,14153,0.0,0,71.5,7.15
211,14154,0.0,0,81.0,8.1
212,14155,17.0,2,76.5,19.95
213,14156,0.0,0,92.5,9.25
214,14157,12.0,1,87.5,17.349999999999998
215,14158,0.0,0,73.0,7.300000000000001
216,14159,5.666666666666667,3,84.0,12.966666666666667
217,14160,0.0,0,73.0,7.300000000000001
218,14161,0.0,0,64.5,6.45
219,14162,0.0,0,56.5,5.65
220,14163,24.0,1,76.0,24.599999999999998
221,14164,18.5,2,76.5,21.0
222,14165,9.0,1,83.0,14.8
223,14166,0.0,0,69.0,6.9
224,14167,27.0,1,82.5,27.349999999999998
225,14168,4.0,1,74.5,10.45
226,14169,0.0,0,94.0,9.4
227,14170,18.0,1,59.0,18.7
228,14171,4.0,1,77.0,10.7
229,14172,16.0,1,81.5,19.549999999999997
230,14173,0.0,0,85.5,8.55
231,14174,0.0,0,79.0,7.9
232,14175,0.0,0,62.0,6.2
233,14176,9.0,1,75.0,14.0
234,14177,9.0,1,84.0,14.9
235,14178,0.0,0,66.5,6.65
236,14179,0.0,0,74.0,7.4
237,14180,0.0,0,68.0,6.800000000000001
238,14181,0.0,0,71.5,7.15
239,14182,14.0,1,70.0,17.0
240,14183,6.0,1,63.5,10.75
241,14184,0.0,0,81.0,8.1
242,14185,9.0,1,75.0,14.0
243,14186,8.0,1,71.5,12.95
244,14187,0.0,0,88.5,8.85
245,14188,0.0,0,64.0,6.4
246,14189,2.0,1,88.0,10.4
247,14190,32.0,1,71.0,29.7
248,14191,5.0,1,63.0,10.0
249,14192,1.0,1,55.5,6.450000000000001
250,14193,2.0,1,56.0,7.2
251,14194,36.0,1,56.5,31.049999999999997
252,14195,0.0,0,62.0,6.2
253,14196,10.0,2,82.5,15.65
254,14197,21.0,1,79.5,22.849999999999998
255,14198,3.0,1,60.0,8.3
256,14199,4.0,1,80.5,11.05
257,14200,0.0,0,83.0,8.3
258,14201,13.0,2,67.0,16.2
259,14202,3.0,1,70.0,9.3
260,14203,0.0,0,62.5,6.25
261,14204,0.0,0,59.5,5.95
262,14205,3.0,1,79.5,10.25
263,14206,12.0,2,80.0,16.799999999999997
264,14207,6.0,1,59.0,10.3
265,14208,6.0,1,92.5,13.649999999999999
266,14209,32.0,1,93.0,31.9
267,14210,0.0,0,80.0,8.0
268,14211,4.0,1,63.0,9.3
269,14212,0.0,0,66.0,6.6000000000000005
270,14213,0.0,0,76.5,7.65
271,14214,3.5,2,78.0,10.65
272,14215,28.0,1,73.5,27.15
273,14216,0.0,0,75.0,7.5
274,14217,0.0,0,51.0,5.1000000000000005
275,14218,12.0,1,72.0,15.799999999999997
276,14219,0.0,0,67.5,6.75
277,14220,5.0,1,82.0,11.900000000000002
278,14221,0.0,0,78.0,7.800000000000001
279,14222,0.0,0,73.5,7.3500000000000005
280,14223,7.0,2,75.5,12.850000000000001
281,14224,0.0,0,65.0,6.5
282,14225,0.0,0,74.5,7.45
283,14226,0.0,0,75.5,7.550000000000001
284,14227,0.0,0,84.5,8.450000000000001
285,14228,1.0,1,65.0,7.4
286,14229,15.0,1,78.0,18.5
287,14230,6.0,2,86.5,13.25
288,14231,4.0,1,75.5,10.55
289,14232,0.0,0,62.0,6.2
290,14233,0.0,0,79.0,7.9
291,14234,0.0,0,71.0,7.1000000000000005
292,14235,0.0,0,78.0,7.800000000000001
293,14236,6.0,1,79.5,12.35
294,14237,3.0,1,88.5,11.149999999999999
295,14238,0.0,0,98.5,9.850000000000001
296,14239,0.0,0,77.5,7.75
297,14240,0.0,0,75.5,7.550000000000001
298,14241,0.0,0,84.0,8.4
299,14242,0.0,0,85.5,8.55
300,14243,27.0,2,91.5,28.449999999999996
301,14244,0.0,0,64.0,6.4
302,14245,0.0,0,69.0,6.9
303,14246,0.0,0,90.0,9.0
304,14247,3.0,1,79.5,10.25
305,14248,0.0,0,82.0,8.200000000000001
306,14249,0.0,0,58.5,5.8500000000000005
307,14250,6.0,1,72.0,11.6
308,14251,0.0,0,84.5,8.450000000000001
309,14252,32.0,1,76.0,30.2
310,14253,0.0,0,79.0,7.9
311,14254,0.0,0,75.5,7.550000000000001
312,14255,4.0,1,68.0,9.8
313,14256,0.0,0,88.0,8.8
314,14257,24.5,2,80.0,25.549999999999997
315,14258,18.0,1,63.0,19.1
316,14259,0.0,0,73.5,7.3500000000000005
317,14260,0.0,0,62.5,6.25
318,14261,0.0,0,69.0,6.9
319,14262,0.0,0,69.0,6.9
320,14263,0.0,0,77.0,7.7
321,14264,8.5,2,68.0,13.15
322,14265,17.0,2,91.0,21.4
323,14266,0.0,0,86.5,8.65
324,14267,0.0,0,84.0,8.4
325,14268,0.0,0,55.0,5.5
326,14269,0.0,0,77.5,7.75
327,14270,0.0,0,79.5,7.95
328,14271,0.0,0,77.0,7.7
329,14272,28.5,2,79.0,28.25
330,14273,0.0,0,79.5,7.95
331,14274,8.666666666666666,3,72.5,13.916666666666666
332,14275,18.0,1,58.0,18.6
333,14276,0.0,0,51.5,5.15
334,14277,3.5,2,88.5,11.7
335,14278,10.0,2,67.0,14.100000000000001
336,14279,13.0,2,67.5,16.25
337,14280,4.0,1,69.0,9.9
338,14281,36.0,1,76.5,33.05
339,14282,0.0,0,88.5,8.85
340,14283,0.0,0,91.0,9.1
341,14284,0.0,0,59.0,5.9
342,14285,3.0,1,73.0,9.600000000000001
343,14286,3.0,1,70.5,9.350000000000001
344,14287,0.0,0,65.5,6.550000000000001
345,14288,0.0,0,77.0,7.7
346,14289,0.0,0,74.0,7.4
347,14290,0.0,0,84.0,8.4
348,14291,0.0,0,85.5,8.55
349,14292,8.0,2,70.0,13.0
350,14293,24.0,1,66.5,23.65
351,14294,16.0,1,55.0,16.9
352,14295,12.333333333333334,3,87.5,17.983333333333334
353,14296,0.0,0,88.0,8.8
354,14297,18.0,1,78.0,20.6
355,14298,0.0,0,87.5,8.75
356,14299,17.5,2,88.5,21.5
357,14300,14.0,1,87.0,18.7
358,14301,19.5,2,58.5,19.9
359,14302,0.0,0,77.0,7.7
360,14303,0.0,0,74.5,7.45
361,14304,0.0,0,74.0,7.4
362,14305,0.0,0,71.5,7.15
363,14306,9.333333333333334,3,66.5,13.783333333333333
364,14307,15.0,2,78.0,18.700000000000003
365,14308,32.0,1,74.5,30.049999999999997
366,14309,1.0,1,72.5,8.15
367,14310,21.0,1,70.5,21.95
368,14311,12.5,2,70.5,16.200000000000003
369,14312,0.0,0,61.0,6.1000000000000005
370,14313,9.333333333333334,3,79.0,15.033333333333333
371,14314,0.0,0,89.5,8.950000000000001
372,14315,0.0,0,90.0,9.0
373,14316,0.0,0,68.5,6.8500000000000005
374,14317,4.0,1,80.5,11.05
375,14318,0.0,0,84.5,8.450000000000001
376,14319,4.5,2,84.5,12.0
377,14320,0.0,0,65.0,6.5
378,14321,8.0,1,69.5,12.75
379,14322,0.0,0,70.0,7.0
380,14323,0.0,0,74.5,7.45
381,14324,0.0,0,69.0,6.9
382,14325,0.0,0,55.0,5.5
383,14326,0.0,0,79.5,7.95
384,14327,8.5,2,76.5,14.0
385,14328,0.0,0,89.0,8.9
386,14329,0.0,0,67.0,6.7
387,14330,0.0,0,68.0,6.800000000000001
388,14331,5.0,2,87.0,12.600000000000001
389,14332,18.0,1,71.0,19.9
390,14333,28.0,1,71.0,26.9
391,14334,6.0,1,69.5,11.35
392,14335,0.0,0,74.0,7.4
393,14336,11.333333333333334,3,71.5,15.683333333333334
394,14337,6.0,1,59.5,10.35
395,14338,0.0,0,64.5,6.45
396,14339,3.0,1,95.0,11.8
397,14340,0.0,0,96.5,9.65
398,14341,0.0,0,53.0,5.300000000000001
399,14342,20.0,1,81.0,22.299999999999997
400,14343,4.0,1,59.0,8.9
401,14344,28.0,1,78.5,27.65
402,14345,28.0,1,76.5,27.449999999999996
403,14346,4.0,1,92.0,12.200000000000001
404,14347,16.0,2,75.0,19.1
405,14348,20.0,1,65.5,20.75
406,14349,18.0,1,62.0,19.0
407,14350,12.0,1,71.5,15.749999999999998
408,14351,6.0,1,81.5,12.55
409,14352,0.0,0,65.5,6.550000000000001
410,14353,10.0,2,68.5,14.25
411,14354,0.0,0,91.0,9.1
412,14355,0.0,0,71.5,7.15
413,14356,8.0,1,61.5,11.95
414,14357,8.0,1,81.0,13.899999999999999
415,14358,18.0,1,60.5,18.85
416,14359,0.0,0,86.0,8.6
417,14360,0.0,0,89.5,8.950000000000001
418,14361,18.0,1,74.5,20.25
419,14362,0.0,0,87.5,8.75
420,14363,0.0,0,66.0,6.6000000000000005
421,14364,0.0,0,86.5,8.65
422,14365,15.0,1,85.5,19.25
423,14366,0.0,0,61.0,6.1000000000000005
424,14367,0.0,0,66.5,6.65
425,14368,12.0,1,69.5,15.549999999999997
426,14369,0.0,0,78.5,7.8500000000000005
427,14370,4.0,1,67.0,9.7
428,14371,32.0,1,78.0,30.4
429,14372,8.0,1,92.0,15.0
430,14373,16.0,1,71.5,18.549999999999997
431,14374,28.0,1,86.0,28.4
432,14375,16.0,1,63.0,17.7
433,14376,8.0,1,67.0,12.5
434,14377,0.0,0,68.0,6.800000000000001
435,14378,0.0,0,71.5,7.15
436,14379,0.0,0,63.5,6.3500000000000005
437,14380,0.0,0,67.0,6.7
438,14381,0.0,0,55.5,5.550000000000001
439,14382,0.0,0,75.5,7.550000000000001
440,14383,24.0,2,54.5,22.649999999999995
441,14384,12.0,1,56.0,14.2
442,14385,0.0,0,81.5,8.15
443,14386,0.0,0,68.5,6.8500000000000005
444,14387,0.0,0,67.5,6.75
445,14388,0.0,0,69.5,6.95
446,14389,0.0,0,71.5,7.15
447,14390,13.5,2,90.5,18.9
448,14391,0.0,0,77.5,7.75
449,14392,0.0,0,76.5,7.65
450,14393,0.0,0,68.0,6.800000000000001
451,14394,0.0,0,70.5,7.050000000000001
452,14395,0.0,0,83.0,8.3
453,14396,3.0,1,63.0,8.600000000000001
454,14397,12.0,1,77.0,16.299999999999997
455,14398,0.0,0,67.0,6.7
456,14399,0.0,0,56.0,5.6000000000000005
457,14400,8.0,1,59.0,11.7
458,14401,32.0,1,69.5,29.549999999999997
459,14402,0.0,0,55.5,5.550000000000001
460,14403,0.0,0,85.0,8.5
461,14404,0.0,0,87.5,8.75
462,14405,0.0,0,71.0,7.1000000000000005
463,14406,0.0,0,74.5,7.45
464,14407,10.0,2,75.0,14.9
465,14408,15.0,1,92.0,19.9
466,14409,0.0,0,90.5,9.05
467,14410,0.0,0,56.5,5.65
468,14411,4.0,1,79.0,10.9
469,14412,2.0,1,91.0,10.7
470,14413,6.0,2,63.0,10.9
471,14414,27.5,2,64.5,26.099999999999998
472,14415,5.0,2,63.0,10.200000000000001
473,14416,5.5,2,68.0,11.05
474,14417,16.0,1,72.0,18.599999999999998
475,14418,2.0,2,82.5,10.05
476,14420,0.0,0,66.5,6.65
477,14421,36.0,1,94.0,34.8
478,14422,0.0,0,78.0,7.800000000000001
479,14423,18.0,1,82.5,21.049999999999997
480,14424,14.5,2,60.0,16.549999999999997
481,14425,14.5,2,70.5,17.6
482,14426,1.0,1,81.0,9.0
483,14427,11.333333333333334,3,83.5,16.883333333333333
484,14428,8.0,1,73.5,13.15
485,14429,12.0,1,68.0,15.399999999999999
486,14430,4.0,1,82.5,11.25
487,14431,0.0,0,84.5,8.450000000000001
488,14432,0.0,0,89.5,8.950000000000001
489,14433,10.0,1,72.0,14.4
490,14434,1.0,1,78.0,8.700000000000001
491,14435,8.0,2,73.5,13.350000000000001
492,14436,0.0,0,84.5,8.450000000000001
493,14437,0.0,0,89.5,8.950000000000001
494,14438,0.0,0,67.5,6.75
495,14439,27.0,1,80.0,27.099999999999998
496,14440,12.0,1,67.0,15.299999999999997
497,14441,0.0,0,59.5,5.95
498,14442,36.0,1,62.5,31.65
499,14443,5.0,1,80.0,11.7
500,14444,9.0,1,81.5,14.65
501,14445,0.0,0,77.5,7.75
502,14446,14.0,1,56.0,15.599999999999998
503,14447,18.0,2,59.0,18.9
504,14448,0.0,0,84.0,8.4
505,14449,0.0,0,79.5,7.95
506,14450,4.0,1,71.0,10.100000000000001
507,14451,0.0,0,73.5,7.3500000000000005
508,14452,14.5,2,68.5,17.4
509,14453,20.0,2,85.0,22.9
510,14454,18.0,1,72.5,20.049999999999997
511,14455,2.6666666666666665,3,76.5,10.116666666666667
512,14456,36.0,1,55.0,30.9
513,14457,0.0,0,82.5,8.25
514,14458,0.0,0,68.5,6.8500000000000005
515,14459,0.0,0,75.5,7.550000000000001
516,14460,22.0,2,71.0,22.9
517,14461,11.0,2,83.5,16.45
518,14462,14.0,1,58.0,15.799999999999999
519,14463,0.0,0,79.5,7.95
520,14464,12.0,1,77.0,16.299999999999997
521,14465,8.0,1,75.0,13.3
522,14466,0.0,0,82.5,8.25
523,14467,2.0,2,87.5,10.55
524,14468,0.0,0,83.0,8.3
525,14469,16.0,1,60.5,17.45
526,14470,32.0,1,62.5,28.849999999999998
527,14471,0.0,0,77.0,7.7
528,14472,10.5,2,54.5,13.2
529,14473,0.0,0,73.0,7.300000000000001
530,14474,0.0,0,59.0,5.9
531,14475,0.0,0,68.0,6.800000000000001
532,14476,0.0,0,62.0,6.2
533,14477,6.0,2,68.0,11.4
534,14478,0.0,0,69.0,6.9
535,14479,0.0,0,74.5,7.45
536,14480,0.0,0,79.0,7.9
537,14481,0.0,0,73.0,7.300000000000001
538,14482,0.0,0,77.0,7.7
539,14483,2.0,1,95.0,11.1
540,14484,3.5,2,53.5,8.2
541,14485,32.0,1,84.0,31.0
542,14486,2.0,1,74.5,9.05
543,14487,0.0,0,58.5,5.8500000000000005
544,14488,36.0,1,87.5,34.15
545,14489,0.0,0,74.5,7.45
546,14490,2.0,1,73.0,8.9
547,14491,8.0,1,64.5,12.25
548,14492,24.0,1,87.5,25.749999999999996
549,14493,16.0,1,80.5,19.45
550,14494,8.0,1,74.5,13.25
551,14495,6.5,2,63.0,11.25
552,14496,11.5,2,78.5,16.3
553,14497,0.0,0,74.5,7.45
554,14498,2.0,2,82.5,10.05
555,14499,0.0,0,62.5,6.25
556,14500,0.0,0,93.0,9.3
557,14501,0.0,0,63.0,6.300000000000001
558,14502,0.0,0,68.0,6.800000000000001
559,14503,3.0,1,84.0,10.7
560,14504,0.0,0,66.5,6.65
561,14505,4.0,1,85.0,11.5
562,14506,13.0,2,63.5,15.850000000000001
563,14507,0.0,0,57.0,5.7
564,14508,0.0,0,78.0,7.800000000000001
565,14510,0.0,0,87.0,8.700000000000001
566,14511,0.0,0,74.5,7.45
567,14512,6.0,1,80.0,12.399999999999999
568,14513,0.0,0,90.0,9.0
569,14514,0.0,0,78.5,7.8500000000000005
570,14515,0.0,0,84.5,8.450000000000001
571,14516,0.0,0,76.0,7.6000000000000005
572,14517,0.0,0,60.5,6.050000000000001
573,14518,12.0,1,88.0,17.4
574,14519,0.0,0,71.0,7.1000000000000005
575,14520,10.0,1,80.5,15.25
576,14521,0.0,0,62.5,6.25
577,14522,0.0,0,77.0,7.7
578,14523,10.0,2,93.5,16.75
579,14524,10.0,1,79.5,15.15
580,14525,0.0,0,63.5,6.3500000000000005
581,14526,0.0,0,62.5,6.25
582,14527,0.0,0,80.0,8.0
583,14528,0.0,0,62.5,6.25
584,14529,0.0,0,55.5,5.550000000000001
585,14530,0.0,0,79.0,7.9
586,14531,0.0,0,76.0,7.6000000000000005
587,14532,0.0,0,67.0,6.7
588,14533,36.0,1,88.5,34.25
589,14534,20.0,1,64.5,20.65
590,14535,0.0,0,94.5,9.450000000000001
591,14536,0.0,0,63.0,6.300000000000001
592,14537,0.0,0,70.5,7.050000000000001
593,14538,8.0,1,64.5,12.25
594,14539,16.0,1,65.5,17.95
595,14540,9.0,1,77.5,14.25
596,14541,0.0,0,93.5,9.35
597,14542,18.0,1,77.0,20.5
598,14543,5.0,1,71.5,10.850000000000001
599,14544,0.0,0,61.0,6.1000000000000005
600,14545,9.0,1,64.0,12.9
601,14546,0.0,0,68.5,6.8500000000000005
602,14547,24.0,1,77.5,24.749999999999996
603,14548,10.0,1,84.0,15.600000000000001
604,14549,0.0,0,83.5,8.35
605,14550,0.0,0,63.5,6.3500000000000005
606,14551,12.0,2,61.0,14.899999999999999
607,14552,27.0,1,74.0,26.5
608,14553,0.0,0,75.0,7.5
609,14554,9.0,1,69.5,13.45
610,14555,0.0,0,90.0,9.0
611,14556,15.0,1,86.0,19.299999999999997
612,14557,24.0,1,77.0,24.699999999999996
613,14558,0.0,0,85.0,8.5
614,14559,0.0,0,72.5,7.25
615,14560,18.0,1,65.5,19.35
616,14561,4.0,1,54.5,8.45
617,14562,0.0,0,82.5,8.25
618,14563,13.0,2,88.0,18.3
619,14564,8.0,1,72.0,13.0
620,14565,4.0,2,56.5,8.85
621,14566,15.0,1,76.0,18.3
622,14567,0.0,0,71.5,7.15
623,14568,0.0,0,70.5,7.050000000000001
624,14569,0.0,0,79.0,7.9
625,14570,18.0,1,62.0,19.0
626,14571,0.0,0,88.0,8.8
627,14572,0.0,0,72.0,7.2
628,14573,14.0,1,59.0,15.899999999999999
629,14574,0.0,0,76.0,7.6000000000000005
630,14575,0.0,0,70.5,7.050000000000001
631,14576,14.0,1,65.0,16.5
632,14577,0.0,0,97.5,9.75
633,14578,32.0,1,71.0,29.7
634,14579,3.0,2,58.0,8.3
635,14580,9.0,1,95.0,16.0
636,14581,18.0,1,71.0,19.9
637,14582,7.5,2,91.5,14.8
638,14583,0.0,0,60.0,6.0
639,14584,0.0,0,75.5,7.550000000000001
640,14585,32.0,1,58.0,28.4
641,14586,9.0,1,57.0,12.2
642,14587,18.0,1,76.5,20.45
643,14588,1.0,1,74.5,8.35
644,14589,0.0,0,72.0,7.2
645,14590,9.0,2,74.5,14.15
646,14591,0.0,0,81.0,8.1
647,14592,0.0,0,75.0,7.5
648,14593,0.0,0,66.5,6.65
649,14594,5.0,2,72.0,11.1
650,14595,4.0,1,63.5,9.350000000000001
651,14596,0.0,0,80.5,8.05
652,14597,0.0,0,79.0,7.9
653,14598,0.0,0,66.5,6.65
654,14599,0.0,0,75.0,7.5
655,14600,3.0,1,66.5,8.95
656,14601,0.0,0,64.0,6.4
657,14602,0.0,0,78.5,7.8500000000000005
658,14603,14.0,1,91.5,19.15
659,14604,6.0,2,78.5,12.45
660,14605,9.0,1,63.5,12.850000000000001
661,14606,5.0,2,87.0,12.600000000000001
662,14607,0.0,0,73.5,7.3500000000000005
663,14608,20.0,1,78.0,22.0
664,14609,0.0,0,83.0,8.3
665,14610,0.0,0,66.0,6.6000000000000005
666,14611,0.0,0,73.0,7.300000000000001
667,14612,0.0,0,72.0,7.2
668,14613,7.5,2,57.5,11.4
669,14614,4.0,1,76.0,10.600000000000001
670,14615,0.0,0,68.0,6.800000000000001
671,14616,2.0,1,86.0,10.2
672,14617,0.0,0,84.0,8.4
673,14618,6.0,1,74.5,11.85
674,14619,1.0,1,57.0,6.6
675,14620,3.0,1,64.5,8.75
676,14621,27.0,1,87.0,27.799999999999997
677,14622,0.0,0,61.0,6.1000000000000005
678,14623,18.0,1,70.5,19.85
679,14624,12.5,2,79.5,17.1
680,14625,0.0,0,75.5,7.550000000000001
681,14626,0.0,0,66.0,6.6000000000000005
