,mes_TestID,exam_number,exam_numname,mes_sub_id,mes_sub_name,exam_term,exam_type,exam_sdate,mes_StudentID,mes_Score,mes_Z_Score,mes_T_Score,mes_dengdi,sum
32865,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14653,72.0,-1.215502,70.27599,0.8918919,1
32866,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14656,81.0,-0.03256337,79.73949,0.5472973,1
32867,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14676,82.0,0.09887422,80.79099,0.5112613,1
32868,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14679,83.0,0.2303118,81.84249,0.4414414,1
32869,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14695,83.0,0.2303118,81.84249,0.4436937,1
32870,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14726,86.0,0.6246246,84.99699,0.2747748,1
32871,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14737,75.0,-0.8211889,73.43049,0.8108108,1
32872,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14739,76.0,-0.6897513,74.48199,0.7792793,1
32873,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14741,80.0,-0.164001,78.688,0.6148649,1
32874,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14749,69.0,-1.609814,67.12148,0.9301802,1
32875,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14758,74.0,-0.9526265,72.37899,0.8490991,1
32876,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14769,84.0,0.3617494,82.894,0.3963964,1
32877,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14776,76.0,-0.6897513,74.48199,0.7815315,1
32878,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14782,77.0,-0.5583137,75.53349,0.731982,1
32879,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14788,88.0,0.8874997,87.1,0.1936937,1
32880,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14815,83.0,0.2303118,81.84249,0.4459459,1
32881,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14827,77.0,-0.5583137,75.53349,0.7297297,1
32882,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14829,70.0,-1.478377,68.17299,0.9189189,1
32883,140141,289,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14865,80.0,-0.164001,78.688,0.6126126,1
32884,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14460,87.0,0.7441189,85.95295,0.2432432,1
32885,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14464,82.0,0.1205085,80.96407,0.4707207,1
32886,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14482,86.0,0.6193969,84.95518,0.2837838,1
32887,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14485,63.0,-2.249211,62.00631,0.9752252,1
32888,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14487,77.0,-0.5031019,75.97518,0.7477477,1
32889,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14512,85.0,0.4946747,83.9574,0.3333333,1
32890,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14537,90.0,1.118285,88.94628,0.09234234,1
32891,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14544,83.0,0.2452306,81.96185,0.4459459,1
32892,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14545,85.0,0.4946747,83.9574,0.3355856,1
32893,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14557,85.0,0.4946747,83.9574,0.3378378,1
32894,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14558,85.0,0.4946747,83.9574,0.3400901,1
32895,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14560,88.0,0.868841,86.95073,0.1801802,1
32896,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14573,89.0,0.9935631,87.9485,0.1441441,1
32897,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14581,82.0,0.1205085,80.96407,0.472973,1
32898,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14582,79.0,-0.2536578,77.97074,0.6621622,1
32899,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14590,75.0,-0.7525461,73.97963,0.8130631,1
32900,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14593,80.0,-0.1289357,78.96851,0.5945946,1
32901,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14597,78.0,-0.3783798,76.97296,0.6914414,1
32902,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14604,61.0,-2.498655,60.01076,0.9842342,1
32903,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14610,81.0,-0.004213584,79.96629,0.5518018,1
32904,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14624,77.0,-0.5031019,75.97518,0.75,1
32905,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14628,91.0,1.243007,89.94406,0.07432432,1
32906,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14643,80.0,-0.1289357,78.96851,0.5923423,1
32907,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14645,81.0,-0.004213584,79.96629,0.5495495,1
32908,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14646,63.0,-2.249211,62.00631,0.972973,1
32909,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14648,90.0,1.118285,88.94628,0.09009009,1
33181,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14653,82.0,0.1205085,80.96407,0.4797297,1
33182,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14656,83.0,0.2452306,81.96185,0.4436937,1
33183,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14676,87.0,0.7441189,85.95295,0.2387387,1
33184,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14679,87.0,0.7441189,85.95295,0.240991,1
33185,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14695,82.0,0.1205085,80.96407,0.4752252,1
33186,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14726,89.0,0.9935631,87.9485,0.1463964,1
33187,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14737,73.0,-1.00199,71.98408,0.8558559,1
33188,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14739,84.0,0.3699527,82.95962,0.3783784,1
33189,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14741,85.0,0.4946747,83.9574,0.3423423,1
33190,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14749,82.0,0.1205085,80.96407,0.4774775,1
33191,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14758,85.0,0.4946747,83.9574,0.3310811,1
33192,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14769,87.0,0.7441189,85.95295,0.2364865,1
33193,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14776,86.0,0.6193969,84.95518,0.286036,1
33194,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14782,85.0,0.4946747,83.9574,0.3288288,1
33195,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14788,91.0,1.243007,89.94406,0.07207207,1
33196,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14815,94.0,1.617174,92.93739,0.03153153,1
33197,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14827,92.0,1.367729,90.94183,0.0518018,1
33198,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14829,76.0,-0.627824,74.97741,0.7747748,1
33199,140128,289,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14865,86.0,0.6193969,84.95518,0.2882883,1
33200,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14460,82.0,0.1824177,81.45934,0.4481982,1
33201,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14464,88.0,1.031999,88.256,0.1441441,1
33202,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14482,83.0,0.3240146,82.59212,0.4189189,1
33203,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14485,70.0,-1.516746,67.86604,0.9279279,1
33204,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14487,78.0,-0.3839701,76.92824,0.6599099,1
33205,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14512,85.0,0.6072085,84.85767,0.3153153,1
33206,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14537,88.0,1.031999,88.256,0.1463964,1
33207,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14544,77.0,-0.5255671,75.79546,0.7252252,1
33208,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14545,87.0,0.8904024,87.12322,0.2004505,1
33209,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14557,80.0,-0.1007762,79.19379,0.5653153,1
33210,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14558,83.0,0.3240146,82.59212,0.4144144,1
33211,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14560,91.0,1.45679,91.65432,0.04504504,1
33212,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14573,82.0,0.1824177,81.45934,0.4504505,1
33213,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14581,89.0,1.173596,89.38877,0.1058559,1
33214,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14582,79.0,-0.2423732,78.06101,0.6216216,1
33215,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14590,71.0,-1.375149,68.99881,0.9076577,1
33216,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14593,87.0,0.8904024,87.12322,0.2027027,1
33217,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14597,83.0,0.3240146,82.59212,0.4166667,1
33218,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14604,74.0,-0.9503579,72.39714,0.8355856,1
33219,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14610,88.0,1.031999,88.256,0.1486486,1
33220,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14624,84.0,0.4656116,83.72489,0.3468468,1
33221,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14628,93.0,1.739984,93.91988,0.02252252,1
33222,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14643,78.0,-0.3839701,76.92824,0.6576577,1
33223,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14645,89.0,1.173596,89.38877,0.1036036,1
33224,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14646,71.0,-1.375149,68.99881,0.9099099,1
33225,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14648,87.0,0.8904024,87.12322,0.1981982,1
33226,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14653,82.0,0.1824177,81.45934,0.4527027,1
33227,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14656,88.0,1.031999,88.256,0.1509009,1
33228,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14676,91.0,1.45679,91.65432,0.04279279,1
33229,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14679,87.0,0.8904024,87.12322,0.1959459,1
33230,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14695,90.0,1.315193,90.52155,0.07207207,1
33231,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14726,93.0,1.739984,93.91988,0.02477477,1
33232,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14737,79.0,-0.2423732,78.06101,0.6238739,1
33233,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14739,91.0,1.45679,91.65432,0.04054054,1
33234,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14741,82.0,0.1824177,81.45934,0.454955,1
34587,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13694,-2.0,,,,1
34588,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13711,-2.0,,,,1
34589,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13712,79.0,-0.1195748,79.0434,0.5887097,1
34590,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13720,-2.0,,,,1
34591,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13740,-2.0,,,,1
34592,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13752,66.0,-1.746196,66.03043,0.9354839,1
34593,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13765,89.0,1.131672,89.05338,0.1209677,1
34594,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13777,83.0,0.3809239,83.04739,0.4193548,1
34595,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13779,-2.0,,,,1
34596,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13802,91.0,1.381921,91.05537,0.0483871,1
34597,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13803,81.0,0.1306746,81.04539,0.5201613,1
34598,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13809,75.0,-0.6200735,75.03941,0.7419355,1
34599,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13816,75.0,-0.6200735,75.03941,0.7459677,1
34600,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13818,78.0,-0.2446995,78.0424,0.6209677,1
34601,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13819,80.0,0.005549885,80.0444,0.5362903,1
34602,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13853,75.0,-0.6200735,75.03941,0.7379032,1
34603,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13863,67.0,-1.621071,67.03143,0.9233871,1
34604,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13897,-2.0,,,,1
34605,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13905,78.0,-0.2446995,78.0424,0.625,1
34606,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13920,69.0,-1.370822,69.03342,0.8991935,1
34607,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13938,-2.0,,,,1
34608,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13494,83.0,0.372729,82.98183,0.4,1
34609,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13516,79.0,-0.1283333,78.97334,0.6367347,1
34610,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13521,-2.0,,,,1
34611,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13523,-2.0,,,,1
34612,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13524,87.0,0.8737913,86.99033,0.122449,1
34613,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13530,-2.0,,,,1
34614,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13532,90.0,1.249588,89.9967,0.06122449,1
34615,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13534,87.0,0.8737913,86.99033,0.1306122,1
34616,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13539,-2.0,,,,1
34617,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13548,79.0,-0.1283333,78.97334,0.6408163,1
34618,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13551,-2.0,,,,1
34619,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13555,-2.0,,,,1
34620,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13559,75.0,-0.6293957,74.96484,0.7836735,1
34621,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13560,68.0,-1.506255,67.94996,0.9061224,1
34622,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13567,86.0,0.7485258,85.9882,0.244898,1
34623,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13568,75.0,-0.6293957,74.96484,0.7877551,1
34624,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13614,-2.0,,,,1
34625,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13625,81.0,0.1221979,80.97758,0.5551021,1
34626,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13650,75.0,-0.6293957,74.96484,0.7918367,1
34627,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13654,87.0,0.8737913,86.99033,0.1265306,1
34628,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13676,85.0,0.6232602,84.98608,0.2897959,1
34629,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13684,85.0,0.6232602,84.98608,0.2938775,1
34630,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13694,90.0,1.249588,89.9967,0.06530612,1
34631,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13711,83.0,0.372729,82.98183,0.3959184,1
34632,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13712,-2.0,,,,1
34633,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13720,82.0,0.2474634,81.97971,0.5102041,1
34634,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13740,86.0,0.7485258,85.9882,0.2489796,1
34635,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13752,-2.0,,,,1
34636,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13765,85.0,0.6232602,84.98608,0.2857143,1
34637,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13777,81.0,0.1221979,80.97758,0.5510204,1
34638,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13779,-2.0,,,,1
34639,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13802,86.0,0.7485258,85.9882,0.2530612,1
34640,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13803,75.0,-0.6293957,74.96484,0.7959183,1
34641,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13809,79.0,-0.1283333,78.97334,0.6326531,1
34642,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13816,-2.0,,,,1
34643,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13818,84.0,0.4979946,83.98396,0.3755102,1
34644,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13819,-2.0,,,,1
34645,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13853,-2.0,,,,1
34646,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13863,70.0,-1.255724,69.95421,0.8979592,1
34647,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13897,-2.0,,,,1
34648,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13905,-2.0,,,,1
34649,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13920,-2.0,,,,1
34650,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13938,48.0,-4.011567,47.90747,1.0,1
